company_name,board_approval_date,address,board_amount,actual_benefit
"Rain CII Carbon, LLC",2015-06-23T00:00:00Z,"1920 PakTank Road, Sulphur, LA",97088,15922.43
"Veracity Machine, L.L.C.",2015-06-23T00:00:00Z,"181 Technology Lane, Gray, LA",1782440,51093.52
ExPert Riser Solutions LLC,2015-06-23T00:00:00Z,"274 N J Theriot Road, Golden Meadow, LA",3937773,741482.66
"Great Southern Galvanizing, Inc. dba Great States Galvanizing",2015-06-23T00:00:00Z,"19550 Salvant Rd, Zachary, LA",178690,30323.69
"Quality Iron of Louisiana, LLC",2015-06-23T00:00:00Z,"30875 Strawberry Lane, Hammond, LA",94090,15769.48
"Quality Iron Fabricators, Inc.",2015-06-23T00:00:00Z,"30875 Strawberry Lane, Hammond, LA",126050,21125.98
"Gravois Aluminum Boats, LLC dba Metal Shark Boats",2015-06-23T00:00:00Z,"6816 E. Admiral Doyle Dr., Jeanerette, LA",480877,69679.08
"Superior Scrap Metal & Recycling of Baton Rouge, Inc.",2015-06-23T00:00:00Z,"2527 South Westport Drive, Port Allen, LA",95785,12145.54
"UTLX Manufacturing, LLC",2015-06-23T00:00:00Z,"6325 Hwy 1 North, Alexandria, LA",2342964,409550.28
Twin Brothers Marine LLC,2015-06-23T00:00:00Z,"322 Twin Brothers Rd, Louisa, LA",610538,88518.98
"Gulf Craft, LLC",2015-06-23T00:00:00Z,"320 Boro Lane, Franklin, LA",29410,4261.51
"Calumet Properties, L.L.C.",2015-06-23T00:00:00Z,"320 Boro Lane, Franklin, LA",1551966,224879.87
"Performance Energy Services, LLC",2015-06-23T00:00:00Z,"250 N. American Court, Houma, LA",349115,51075.52
"Southern Recycling, LLC",2015-06-23T00:00:00Z,"838 Hwy. 182, Houma, LA",1097167,174999.23
"Southern Recycling, LLC",2015-06-23T00:00:00Z,"4802 Cameron St, Scott, LA",155155,19301.28
"Southern Recycling, LLC",2015-06-23T00:00:00Z,"1367 Mahaffey Rd., Port Allen, LA",119901,15203.45
"Southern Recycling, LLC",2015-06-23T00:00:00Z,"4801 Florida Ave, New Orleans, LA",484526,108145.98
"Southern Recycling, LLC",2015-06-23T00:00:00Z,"9282 Hwy 182 East, Amelia, LA",44926,6509.78
"Elevating Boats, LLC",2015-08-25T00:00:00Z,"900 St. Bernard Parkway, Braithwaite, LA",30274,6136.54
Elevating Boats LLC,2015-06-23T00:00:00Z,"40495 W-I55 Service Road, Ponchatoula, LA",270265,31918.3
Weyerhaeuser NR Company,2015-06-23T00:00:00Z,"706 Hwy 167 N, Dodson, LA",1294038,203810.99
Weyerhaeuser NR Company,2015-06-23T00:00:00Z,"17391 Florida Blvd, Holden, LA",1031849,172937.89
Weyerhaeuser NR Company,2015-06-23T00:00:00Z,"234 Industrial Avenue, Natchitoches, LA",2029101,274536.69
Weyerhaeuser NR Company,2015-06-23T00:00:00Z,"130 Girl Scout Road, Simsboro, LA",1362666,176601.51
Weyerhaeuser NR Company,2015-06-23T00:00:00Z,"2792 Obrie Street, Zwolle, LA",59369,7812.96
PCS Nitrogen Fertilizer LP,2015-06-23T00:00:00Z,"LA Hwy 30 Hwy 3115, Geismar, LA",2116781,330217.84
International Paper Company,2015-08-25T00:00:00Z,"204 South Park Road, Lafayette, LA",839989,104494.63
"Solvay USA, Inc.",2016-06-24T00:00:00Z,"5677 N Industrial Rd., Shreveport, LA",3616715,747213.32
Sasol Chemicals (USA) LLC,2015-10-27T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",2105190,349279
Sasol Chemicals (USA) LLC,2015-10-27T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",2126038,348670.23
Sasol Chemicals (USA) LLC,2015-10-27T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",1482189,244004.94
Sasol Chemicals (USA) LLC,2015-10-27T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",1236182,206277.07
Sasol Chemicals (USA) LLC,2015-10-27T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4939285,810042.74
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4945244,811020.02
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4946494,811225.02
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4534723,743694.74
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4714536,773183.9
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4457880,731092.32
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4342532,712175.25
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4722343,774464.42
Sasol Chemicals (USA) LLC,2015-08-25T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4559988,747838.2
International Paper Company,2015-08-25T00:00:00Z,"Hwy 509, Mansfield, LA",4191157,709143.76
International Paper Company,2015-08-25T00:00:00Z,"Hwy 509 NE, Mansfield, LA",4726455,799716.36
International Paper Company,2015-08-25T00:00:00Z,"Hwy 509, Mansfield, LA",4997660,845604.07
International Paper Company,2015-08-25T00:00:00Z,"Hwy 509, Mansfield, LA",4993830,844956.04
International Paper Company,2015-08-25T00:00:00Z,"Hwy 509, Mansfield, LA",4972375,841325.85
International Paper Company,2015-08-25T00:00:00Z,"Hwy 509, Mansfield, LA",4501459,761646.69
Calcasieu Refining Company,2015-12-08T00:00:00Z,"4359 West Tank Farm Road, Lake Charles, LA",3965051,650268.36
"William C. New Interests, LLC",2015-08-25T00:00:00Z,"6032 Railroad Avenue, Morgan City, LA",81505,11810.07
"William C. New Development Company, LLC",2015-08-25T00:00:00Z,"6020 Railroad Avenue, Morgan City, LA",18797,2723.69
"Magellan Midstream Partners, LP",2015-08-25T00:00:00Z,"5000 River Road, Marrero, LA",904032,139130.52
"Westlake Styrene, LP",2015-08-25T00:00:00Z,"900 Hwy 108, Sulphur, LA",1610473,264117.57
"Westlake Management Services, Inc.",2015-08-25T00:00:00Z,"3525 Cities Services Hwy, Sulphur, LA",3395626,556882.83
"Westlake Management Services, Inc.",2015-08-25T00:00:00Z,"3525 Cities Services Hwy, Sulphur, LA",1347213,220942.93
"Westlake Petrochemical, LLC",2015-08-25T00:00:00Z,"900 Hwy 108, Sulphur, LA",532774,87374.94
"WPT, LLC",2015-08-25T00:00:00Z,"900 Highway 108, Sulphur, LA",385215,63175.26
"Westlake Petrochemical, LLC",2015-08-25T00:00:00Z,"900 Hwy 108, Sulphur, LA",1623046,266179.54
"Westlake Vinyls Company, LP",2015-08-25T00:00:00Z,"36045 Hwy 30, Geismar, LA",4162265,680114.1
"Westlake Vinyls Company, LP",2015-08-25T00:00:00Z,"36045 Hwy 30, Geismar, LA",1853916,302929.87
"Westlake Vinyls Company, LP",2015-08-25T00:00:00Z,"36045 Hwy 30, Geismar, LA",3757006,613894.62
Westlake Chemical OpCo LP,2015-08-25T00:00:00Z,"900 Highway 108, Sulphur, LA",4753676,779602.86
Westlake Chemical OpCo LP,2015-08-25T00:00:00Z,"900 Highway 108, Sulphur, LA",1126651,184770.76
Westlake Chemical OpCo LP,2015-08-25T00:00:00Z,"900 Highway 108, Sulphur, LA",2856292,484831.72
Westlake Chemical OpCo LP,2015-08-25T00:00:00Z,"900 Highway 108, Sulphur, LA",2283029,374416.76
Westlake Chemical OpCo LP,2015-08-25T00:00:00Z,"900 Highway 108, Sulphur, LA",2271705,372559.62
"Blake International USA Rigs, LLC",2015-06-23T00:00:00Z,"410 South Van Avenue, Houma, LA",33076,4839.02
Elevating Boats LLC,2015-08-25T00:00:00Z,"40495 W-I55 Service Road, Ponchatoula, LA",38136,4503.86
"Elevating Boats, LLC",2015-08-25T00:00:00Z,"201 Dean Ct, Houma, LA",17867,2613.94
"Louisiana Rice Mill, LLC",2015-08-25T00:00:00Z,"4 South Ave D, Crowley, LA",231947,25514.17
"Louisiana Rice Mill, LLC",2015-08-25T00:00:00Z,"102 S. 13th Street, Mermentau, LA",1129234,124215.74
"New Industries, LLC",2015-08-25T00:00:00Z,"6032 Railroad Avenue, Morgan City, LA",2282427,330723.67
"ABB, Inc.",2015-08-25T00:00:00Z,"18321 Swamp Road, Prairieville, LA",27522,4497.09
"Stolthaven New Orleans, LLC",2015-10-27T00:00:00Z,"2444 English Turn Road, Braithwaite, LA",3254970,305641.68
Flowers Baking Company of Lafayette,2015-08-25T00:00:00Z,"720 Simcoe Street, Lafayette, LA",272450,33892.78
Flowers Baking Company of Baton Rouge,2015-08-25T00:00:00Z,"1504 Florida Blvd, Baton Rouge, LA",1055220,179070.83
Southwestern Electric Power Company dba SWEPCO,2015-08-25T00:00:00Z,"510 North Allen, Shreveport, LA",3154656,651751.93
Southwestern Electric Power Company (Lieberman Power Plant),2015-08-25T00:00:00Z,"11730 Hwy 538, Mooringsport, LA",122529,25314.49
Southwestern Electric Power Company (Dolet Hills Power Plant),2015-08-25T00:00:00Z,"Highway 522, Naborton Road, Mansfield, LA",3691255,624560.35
Southwestern Electric Power Company (Dolet Hills Power Plant),2015-08-25T00:00:00Z,"Highway 522, Naborton Road, Mansfield, LA",3373253,570754.41
Southwestern Electric Power Company (Dolet Hills Power Plant),2015-08-25T00:00:00Z,"Highway 522, Naborton Road, Mansfield, LA",3016022,510310.92
"Orion Engineered Carbons, LLC",2015-10-27T00:00:00Z,"7095 Hwy 83 South, Franklin, LA",3018327,606991.61
"Orion Engineered Carbons, LLC",2015-10-27T00:00:00Z,"7095 Hwy 83 South, Franklin, LA",3990273,314290.56
"Blackwater Harvey, LLC",2015-08-25T00:00:00Z,"1805 Fourth Street, Harvey, LA",4990317,768009.79
Pioneer Americas LLC,2016-06-24T00:00:00Z,"4205 Highway 75, St Gabriel, LA",13535552,2117858.03
"Imperial-Savannah,LP",2015-08-25T00:00:00Z,"1330 Hwy 641, Gramercy, LA",359756,58064.62
"United Weld Operations, LLC",2016-06-24T00:00:00Z,"1350 Choctaw Dr, Baton Rouge, LA",1229954,208846.02
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4993181,868813.49
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4996976,869473.82
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4722281,821676.89
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4945553,860526.22
"Temple Inland, Inc",2015-08-25T00:00:00Z,"501 Avenue U, Bogalusa, LA",1689779,294021.55
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4956035,862350.09
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4996726,869430.32
Criterion Catalyst & Technologies L.P.,2015-08-25T00:00:00Z,"1471 Safe Energy Drive, Port Allen, LA",2812980,356685.86
International Paper Company,2015-08-25T00:00:00Z,"3000 South Arkansas Road, Springhill, LA",3479931,539389.31
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4322020,752031.48
Temple Inland Inc.,2015-08-25T00:00:00Z,"401 Avenue U, Bogalusa, LA",4978690,866292.06
"Jogler, LLC",2015-12-08T00:00:00Z,"6646 Complex Dr., Baton Rouge, LA",636471,108009.13
"Jogler, LLC",2015-08-25T00:00:00Z,"6646 Complex Dr., BATON ROUGE, LA",257061,43623.25
"Continental Structural Plastics of Louisiana, LLC",2015-08-25T00:00:00Z,"26755 US Highway 371, Sarepta, LA",1475220,228659.1
"Continental Structural Plastics of Louisiana, LLC",2015-08-25T00:00:00Z,"26755 US Highway 371, Sarepta, LA",1357084,210348.02
"Air Products and Chemicals, Inc.",2015-08-25T00:00:00Z,"10759 Convent Way, Convent, LA",5e6,807e3
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",16815911,2591549.18
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",10956657,1557013.15
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",38453824,5787436.3
Westlake Chemical OpCo LP,2016-12-20T00:00:00Z,"900 Hwy 108, Sulphur, LA",4099017,681256.63
Integrico Composites of Louisiana LLC,2016-06-24T00:00:00Z,"108 Inducto Way, Cullen, LA",9030746,1292299.75
Certainteed Corporation,2015-08-25T00:00:00Z,"3300 Pete Manena Road, Sulphur, LA",115878,19003.99
"Georgia Gulf Lake Charles, LLC",2015-06-23T00:00:00Z,"1600 VCM Plant Road, Westlake, LA",1594980,261576.72
FlightSafety International Inc.,2016-06-24T00:00:00Z,"1214 Hawn Avenue, Shreveport, LA",1e7,1604e3
"Axiall, LLC",2015-08-25T00:00:00Z,"26100 Highway 405, Plaquemine, LA",4484536,699634.42
"Gulf Coast Rubber and Gasket, LLC",2015-10-27T00:00:00Z,"804 PPG Drive Building A, Westlake, LA",455960,74777.44
S3 Power Sports LLC,2015-08-25T00:00:00Z,"1918 Barton Drive, Shreveport, LA",282938,58454.99
"Ronpak, Inc",2015-08-25T00:00:00Z,"1 Nathan Sedley Road, Shreveport, LA",1009920,208649.47
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",6687071,949742.69
"TSE International, Inc",2015-10-27T00:00:00Z,"5301 Shreveport Blanchard Highway, Shreveport, LA",1185258,250604.97
"Southern Silk Screen, Inc.",2015-10-27T00:00:00Z,"5123 River Road, Harahan, LA",25718,3958
"Riverland Industries, Inc.",2015-10-27T00:00:00Z,"12537 Scenic Hwy., Baton Rouge, LA",72332,12274.74
"CALM Properties, LLC",2015-12-08T00:00:00Z,"240 Capital Blvd, Houma, LA",558291,81677.97
Louisiana Plastic Industries,2015-12-08T00:00:00Z,"501 Downing Pines Rd, West Monroe, LA",2021560,286050.74
"Southern Foods Group, LP dba Brown's Velvet Dairy",2015-12-08T00:00:00Z,"1300 Baronne Street, New Orleans, LA",2506880,562859.06
Caterpillar Financial Services Corporation,2015-12-08T00:00:00Z,"4915 Hwy 125 (German Pellets Louisiana, LLC), Urania, LA",2070800,499891.12
"L.R.T. Properties, LLC",2015-12-08T00:00:00Z,"22252 Marshall Rd, Mandeville, LA",188346,42377.85
"Brookfield District Energy USA, LLC",2015-12-08T00:00:00Z,"1661 Gravier Street, New Orleans, LA",1109221,248915.32
"Brookfield District Energy USA, LLC",2015-12-08T00:00:00Z,"2104 Gravier St., New Orleans, LA",34639,3613.38
"Southern Recycling, LLC",2015-12-08T00:00:00Z,"4801 Florida Ave, New Orleans, LA",1682562,382008.14
Textron Marine & Land Systems,2015-12-08T00:00:00Z,"19401 Chef Menteur Hwy., New Orleans, LA",4845814,1081585.68
Textron Marine & Land Systems,2015-12-08T00:00:00Z,"19401 Chef Menteur Hwy., New Orleans, LA",4958840,1106813.09
Textron Marine & Land Systems,2015-12-08T00:00:00Z,"19401 Chef Menteur Hwy., New Orleans, LA",2263159,505137.09
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",456981,89522.58
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",459e3,89918.1
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",2990039,585748.64
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",1498630,293581.62
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",1814158,355393.55
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",5e6,979500
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",1830790,358651.76
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",5e6,979500
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",1730145,338935.41
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",1716791,336319.36
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",3716137,727991.24
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",1621137,317580.74
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",2813637,551191.49
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",922032,180626.07
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",5e6,979500
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",5e6,979500
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",4642674,909499.84
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",5e6,979500
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",5e6,979500
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",762193,149313.61
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",86985,17040.36
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",150217,29427.51
Myriant Corporation,2015-12-08T00:00:00Z,"525 Port Road, Lake Providence, LA",1525985,298940.46
Begnaud Properties LLC,2016-03-22T00:00:00Z,"3201 Paul Segura Pkwy, New Iberia, LA",3388896,355553.08
Marathon Petroleum Company LP,2016-10-28T00:00:00Z,"155 Sugarcane Road, Garyville, LA",3891950,694007.27
Hayes Manufacturing Co Inc,2016-03-22T00:00:00Z,"106 Pelican Drive, Pineville, LA",3557197,621798.04
Temple Inland Inc.,2016-03-22T00:00:00Z,"401 Avenue U, Bogalusa, LA",4821667,818719.06
"Mid South Extrusion, Inc",2016-03-22T00:00:00Z,"2015 Jackson Street, Monroe, LA",705807,100295.17
Morton Salt,2016-06-24T00:00:00Z,"11217 Morton Road, New Iberia, LA",2636457,276564.44
"CAP Technologies, LLC",2016-06-24T00:00:00Z,"609 Centerville Road, Denham Springs, LA",1082820,199780.29
Barriere Construction Co. LLC,2016-06-24T00:00:00Z,"407 C.C. Road, Franklin, LA",322192,54708.2
W. R. Grace & Co.- Conn.  dba Grace Davison,2016-06-24T00:00:00Z,"1800 Davison Road, Sulphur, LA",4679399,777716.11
W. R. Grace & Co.- Conn.  dba Grace Davison,2016-06-24T00:00:00Z,"1800 Davison Road, Sulphur, LA",4919491,817619.4
W. R. Grace & Co.- Conn.  dba Grace Davison,2016-06-24T00:00:00Z,"1800 Davison Road, Sulphur, LA",4049394,673009.28
New NGC Inc.,2016-06-24T00:00:00Z,"#10 Louisiana St., Westwego, LA",1059816,163423.63
"Benoit Premium Threading, LLC",2016-06-24T00:00:00Z,"3400 Industrial Park Drive, Houma, LA",1059712,153764.21
Criterion Catalyst & Technologies L.P.,2016-06-24T00:00:00Z,"1471 Safe Energy Drive, Port Allen, LA",2399219,315680.9
BP Lubricants USA Inc,2016-06-24T00:00:00Z,"1981 S Westport Drive, Port Allen, LA",687669,87202.77
"Bercen, Inc. a division of Cranston Printworks Co.",2016-06-24T00:00:00Z,"30140 Eden Church Road, Denham Springs, LA",2790250,514801.13
Louisiana Plastic Converting Corporation,2016-06-24T00:00:00Z,"503 Downing Pines Road, West Monroe, LA",173455,24647.96
Louisiana Plastic Industries,2016-06-24T00:00:00Z,"501 Downing Pines Rd, West Monroe, LA",183803,26118.41
"Pod Pack International, LTD.",2016-06-24T00:00:00Z,"11800 Industriplex Blvd., Suite 9, Baton Rouge, LA",754480,128110.7
W.R. Grace & Co.,2016-06-24T00:00:00Z,"16122 River Road, Norco, LA",540387,91595.6
"Waskey Bridges, Inc.",2016-06-24T00:00:00Z,"2651 N. Flannery Rd., Baton Rouge, LA",1190194,202094.94
"ASH Industries, Inc.",2016-06-24T00:00:00Z,"1330 West Willow Street, Lafayette, LA",360969,46312.32
WestRock CP LLC,2016-06-24T00:00:00Z,"Mill Street, Hodge, LA",2804758,420713.7
WestRock CP LLC,2016-06-24T00:00:00Z,"Mill Street, Hodge, LA",2070676,310601.4
WestRock CP LLC,2016-06-24T00:00:00Z,"Mill Street, Hodge, LA",1219283,186927.75
"Precision Cutting Specialties, LLC",2016-06-24T00:00:00Z,"332 Carl Loewer Road, Eunice, LA",359541,32142.97
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",4418966,722059.04
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",4945235,808051.4
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",4314802,705038.65
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",4583922,749012.85
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",5e6,817e3
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",4969045,811941.95
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",4989341,815258.32
BASF Corporation,2016-06-24T00:00:00Z,"8404 River Road, Geismar, LA",2294899,374986.5
"Coca-Cola Refreshments USA, Inc.",2016-06-24T00:00:00Z,"5602 Citrus Blvd., Harahan, LA",5683736,876432.09
"Precision Cutting Specialties, LLC",2016-06-24T00:00:00Z,"226 Maryhill Road, Pineville, LA",325977,56883.16
"Orion Instruments, LLC",2016-06-24T00:00:00Z,"2105 Oak Villa Blvd, Baton Rouge, LA",346961,58913.81
"Calumet Packaging, LLC",2016-06-24T00:00:00Z,"10411 HWY 1, Shreveport, LA",1124552,225772.66
Nalco Company,2016-06-24T00:00:00Z,"3628 Hwy 44, Garyville, LA",3173574,560453.17
"Bio-Lab, Inc",2016-06-24T00:00:00Z,"910 I-10 West, West Lake, LA",850799,141402.79
"Dis-Tran Packaged Substations, LLC",2016-06-24T00:00:00Z,"4725 Hwy 28 East, Pineville, LA",460948,80435.43
"Dis-Tran Steel, LLC",2016-06-24T00:00:00Z,"529 Cenla Drive, Pineville, LA",2498820,436044.09
"McElroy Metal Mill, Inc",2016-06-24T00:00:00Z,"1500 Hamilton Road, Bossier City, LA",701307,112489.64
"Arkema, Inc.",2016-06-24T00:00:00Z,"Highway 18, River Rd, Taft, LA",369431,66126.19
"Lapeyre Stair, Inc.",2016-06-24T00:00:00Z,"5107 Toler Avenue, Harahan, LA",77986,22810.04
Pellerin Milnor Corporation,2016-06-24T00:00:00Z,"700 Jackson Street, Kenner, LA",1235404,190499.3
"Capitol Manufacturing Co., LLC",2016-06-24T00:00:00Z,"1125 Capitol Rd., Crowley, LA",1674030,182804.08
"Capitol Manufacturing Co., LLC",2016-06-24T00:00:00Z,"1125 Capitol Rd., Crowley, LA",3740508,408463.47
Agrilectric Power Partners,2016-06-24T00:00:00Z,"3063 Hwy 397 South, Lake Charles, LA",209687,34849.98
Agrilectric Research Company,2016-06-24T00:00:00Z,"3063 Hwy 397 South, Lake Charles, LA",20235,3363.06
"Utz Quality Foods, Inc.",2016-06-24T00:00:00Z,"307 E Airline Hwy, Gramercy, LA",281228,45137.09
"Shell Chemical Company, LP",2016-06-24T00:00:00Z,"16122 River Road, Norco, LA",831325,189149.8
"ConAgra Foods Lamb Weston, Inc.",2016-06-24T00:00:00Z,"77 Highway 609, Delhi, LA",2154779,226036.32
Coca-Cola Company (dba Coca-Cola North America),2016-06-24T00:00:00Z,"9696 Plank Road, Baton Rouge, LA",484156,82209.69
Halliburton Energy Services Inc.,2016-06-24T00:00:00Z,"1187 Evangeline Thruway, Broussard, LA",278904,42309.74
"Baroid Drilling Fluids, A division of Halliburton Energy Services, Inc.",2016-06-24T00:00:00Z,"3500 Bayou D'Inde Road, Sulphur, LA",131176,21801.62
"Halliburton Energy Services, Inc.",2016-06-24T00:00:00Z,"182 Norman Doucet Road, Golden Meadow, LA",551419,103336.11
"Evonik Cyro, LLC",2016-06-24T00:00:00Z,"10800 River Road, Westwego, LA",4574098,705325.91
"Wechem, Inc.",2016-06-24T00:00:00Z,"5734 Susitna Dr., Harahan, LA",11151,1719.48
Stupp Corporation,2016-06-24T00:00:00Z,"12555 Ronaldson Road, Baton Rouge, LA",2509912,426183.06
"Turner Industries Group, LLC",2016-06-24T00:00:00Z,"1700 South Westport Drive, Port Allen, LA",87696,11119.85
"Fisher Manufacturing Services, LLC",2016-06-24T00:00:00Z,"40057 Macedonia Rd., Hammond, LA",181172,23190.02
Dr. Reddys Laboratories Louisiana LLC,2016-06-24T00:00:00Z,"8800 Line Avenue, Shreveport, LA",4213359,868373.29
Dr. Reddys Laboratories Louisiana LLC,2016-06-24T00:00:00Z,"8800 Line Avenue, Shreveport, LA",1122335,231313.24
Dr. Reddys Laboratories Louisiana LLC,2016-06-24T00:00:00Z,"8800 Line Avenue, Shreveport, LA",129520,26694.07
Houston Plating & Coatings,2016-06-24T00:00:00Z,"6325 Cameron St., Scott, LA",162031,20788.58
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",4676493,777233.14
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",4532310,753269.92
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",4523373,751784.59
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",4668947,775977.33
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",3857601,641133.29
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",4301513,714911.46
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",2722448,475868.99
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",2863231,475868.99
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",4695126,780329.94
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",4685752,778772.15
IFG Port Holdings LLC,2016-06-24T00:00:00Z,"150 Marine Street, Lake Charles, LA",3410700,566858.34
"Energy Logistics Solutions, LLC",2016-06-24T00:00:00Z,"1476 Highway 61, Jackson, LA",1365264,103077.43
"Hood Container of Louisiana, LLC",2016-06-24T00:00:00Z,"2105 La Highway 964 South, St Francisville, LA",4342273,519335.85
"Noble Plastics, Inc.",2016-06-24T00:00:00Z,"318 Burleigh Lane, Grand Coteau, LA",81486,7284.85
"Southside Machine Works, Inc.",2016-06-24T00:00:00Z,"500 Leger Road, Lake Charles, LA",218221,36268.33
"Louisiana Fish Fry Products, LTD",2016-06-24T00:00:00Z,"5267 Plank Road, Baton Rouge, LA",791738,134437.11
Union Carbide Corporation,2016-06-24T00:00:00Z,"Highway 18, River Rd, Taft, LA",4485996,763672.93
Amerchol Corporation,2016-06-24T00:00:00Z,"13875 Hwy 43, Greensburg, LA",29719,6576.81
Dow Chemical Company,2016-06-24T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",1488550,188748.14
Dow Chemical Company,2016-06-24T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",4252338,539196.46
Dow Chemical Company,2016-06-24T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",4346491,690406.24
Union Carbide Corporation,2016-06-24T00:00:00Z,"Highway 18, River Rd, Taft, LA",3721786,634816.99
Union Carbide Corporation,2016-06-24T00:00:00Z,"Highway 18, River Rd, Taft, LA",4570764,775806.42
