exemption_,company_na,address,approval_d,amount,join_permi,join_appli,join_lon,join_lat,distance
3934,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2013/06/25,779316.68999999994,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
3937,Textron Marine & Land Systems,"252 Stone Road, Slidell, LA",2013/08/27,191572.98999999999,1620,Textron Marine & Land Systems,-89.780169999999998,30.300280000000001,546.014191946589563
3939,Cleco Power LLC,"237 Newman St, Baldwin, LA",2013/06/25,277425.54999999999,1339,St Mary Levee District,-91.536111109999993,29.826388890000000,2418.212886927851287
3943,Honeywell International,"5525 Hwy 3115, Geismar, LA",2013/06/25,805393.03000000003,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
3944,Honeywell International,"5525 Hwy 3115, Geismar, LA",2013/06/25,49311.26000000000,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
3945,Honeywell International,"5525 Hwy 3115, Geismar, LA",2013/06/25,805385.78000000003,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
3946,Honeywell International,"5525 Hwy 3115, Geismar, LA",2013/06/25,805473.26000000001,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
3947,Honeywell International,"2966 Lupine, Baton Rouge, LA",2013/06/25,238835.03000000000,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
3949,Honeywell International,"2966 Lupine, Baton Rouge, LA",2013/06/25,809719.18999999994,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
3950,Honeywell International,"2966 Lupine, Baton Rouge, LA",2013/06/25,731365.96999999997,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
3951,"UOP, LLC","1200 Airline Highway, Baton Rouge, LA",2013/06/25,576887.35999999999,246,"Bridgeline Holdings, LP",-91.200999999999993,30.507780000000000,4860.325804499586411
3952,"Southside Machine Works, Inc.","500 Leger Road, Lake Charles, LA",2013/06/25,45553.77000000000,483,"Cameron Parish Gravity Drainage District No. 4, LLC",-93.223540000000000,30.154319000000001,3995.278138568180566
3954,Hexion Inc.,"4338 Hwy 73, Geismar, LA",2013/08/27,804416.92000000004,91,Rubicon,-91.015103999999994,30.200818000000002,3151.538073372600593
3957,Hexion Inc.,"4338 Hwy 73, Geismar, LA",2013/08/27,25490.53000000000,91,Rubicon,-91.015103999999994,30.200818000000002,3151.538073372600593
3958,Hexion Inc.,"9288 Highway 75, Geismar, LA",2013/08/27,44445.23000000000,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
3960,Pioneer Americas LLC,"4205 Highway 75, St Gabriel, LA",2013/06/25,258403.17999999999,1143,MPV Investments,-91.125208330000007,30.239722220000001,4258.128236156356252
3961,Pioneer Americas LLC,"4205 Highway 75, St Gabriel, LA",2013/06/25,573800.80000000005,1143,MPV Investments,-91.125208330000007,30.239722220000001,4258.128236156356252
3966,"Innophos, Inc.","10810 Highway 75, Geismar, LA",2013/06/25,119500.92000000000,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4964.707735463049175
3968,Equistar Chemicals LP,"4101 Highway 108, Westlake, LA",2013/06/25,833903.31000000006,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4400.816321930211416
3969,Enterprise Gas Processing LLC,"Hwy 61, Norco, LA",2013/06/25,79015.89999999999,139,"Maurepas Pipeline, LLC",-90.400188889999995,30.010855560000000,412.823817440817152
3970,Enterprise Gas Processing LLC,"2300 Bayou Road, St. Bernard, LA",2013/06/25,4831.88000000000,71,"Southern Natural Gas Company, LLC",-89.833880399999998,29.867791700000001,333.475189835749632
3972,Enterprise Gas Processing LLC,"5319 Bayou Black Road, Gibson, LA",2013/06/25,83079.95000000000,1029,"Gulf South Pipeline Company, LP",-90.930113890000001,29.630688889999998,1546.896709371418183
3973,Enterprise Gas Processing LLC,"10324 Highway 75, Geismar, LA",2013/06/25,32026.84000000000,697,Ascension Pipeline LLC,-91.032441669999997,30.215038889999999,2127.658842034972622
3974,Baton Rouge Propylene Concentrator,"2220 North River Road, Port Allen, LA",2013/06/25,120398.19000000000,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,2204.877751950598395
3975,"Baton Rouge Fractionators, LLC","2220 N. River Road, Port Allen, LA",2013/06/25,38739.91000000000,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,2204.877751950598395
3976,K/D/S Promix LLC,"662 Hwy 90, Belle Rose, LA",2013/06/25,105400.87000000000,2202,"HENRY W LANDRY, JR",-91.037999999999997,30.052600000000002,2760.645314510980825
3979,Motiva Enterprises LLC,"Hwy 44 & Hwy 70, Convent, LA",2013/08/27,369300.22999999998,821,THE MOSAIC COMPANY,-90.835744000000005,30.041242000000000,3999.154302145701877
3980,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2013/08/27,654709.75000000000,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
3981,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2017/08/23,654709.75000000000,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
3991,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,771314.84999999998,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3992,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,776782.93999999994,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3993,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,776087.08999999997,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3994,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,764141.28000000003,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3995,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,748350.13000000000,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3996,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,789464.32999999996,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3997,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,766540.81000000006,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3998,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,784240.18000000005,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
3999,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2013/08/27,510088.12000000000,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
4039,BP Lubricants USA Inc,"1981 S Westport Drive, Port Allen, LA",2013/10/22,481111.78000000003,2131,Air Liquide,-91.222769439999993,30.440755559999999,1402.500579355644959
4040,BP Lubricants USA Inc,"1981 S Westport Drive, Port Allen, LA",2013/10/22,517183.03000000003,2131,Air Liquide,-91.222769439999993,30.440755559999999,1402.500579355644959
4041,Phoenix Machine Shop,"105 E. Angus Road, Youngsville, LA",2013/10/22,27499.37000000000,1403,Brookshire Grocery Company,-92.008213999999995,30.134067000000002,4217.363910464177025
4043,Certainteed Corporation,"3300 Pete Manena Road, Sulphur, LA",2013/10/22,111282.97000000000,2084,Axial Corporation,-93.302000000000007,30.218000000000000,3079.250404833695484
4051,"Elevating Boats, LLC","201 Dean Ct, Houma, LA",2013/08/27,15388.10000000000,1309,Terrebonne Port Commission,-90.711388889999995,29.572777779999999,1923.766136212365382
4052,Elevating Boats LLC,"40495 W-I55 Service Road, Ponchatoula, LA",2013/08/27,18063.54000000000,2060,Hydrik Wetlands Consultants,-90.455432999999999,30.445111000000001,4638.792281721041945
4055,Elevating Boats LLC,"40495 W-I55 Service Road, Ponchatoula, LA",2013/08/27,28226.34000000000,2060,Hydrik Wetlands Consultants,-90.455432999999999,30.445111000000001,4638.792281721041945
4056,"Community Coffee Company, LLC","1833 LA Higway 1 South, Port Allen, LA",2013/08/27,462604.09000000003,2369,Greater Baton Rouge Port Comission,-91.202678000000006,30.433630829999998,2179.420814092552973
4065,Coca Cola Bottling Co. United Inc.,"9696 Plank Road, Baton Rouge, LA",2013/10/22,101134.61000000000,1955,Baton Rouge Metropolitan Airport,-91.136388999999994,30.543889100000001,1765.939607289898959
4067,"Magellan Midstream Partners, LP","5000 River Road, Marrero, LA",2014/02/25,329392.45000000001,1373,Moran Towing Company,-90.111000000000004,29.905080000000002,2919.912524707043303
4069,"Arkema, Inc.","Highway 18, River Rd, Taft, LA",2013/12/10,194349.97000000000,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
4072,"Baker Hughes Oilfield Operations, Inc dba Completions & Fishing","139 Equity Blvd., Houma, LA",2013/12/10,11351.42000000000,2407,Douglas Patterson,-90.762643609999998,29.602796670000000,1515.458980201155327
4073,"Baker Hughes Oilfield Operations, Inc.","291 AJ Estay Road, Port Fourchon, LA",2013/12/10,522777.96999999997,313,GREATER LAFOURCHE PORT COMMISSION,-90.207499999999996,29.112500000000001,1891.964696698078569
4077,"Thoma-Sea Marine Constuctors, LLC","6130 Hwy. #308, Lockport, LA",2013/10/22,330652.92999999999,353,LAFOURCHE PARISH GOVERNMENT,-90.533263890000001,29.650752780000001,1298.416049617611634
4088,"Westlake Vinyls Company, LP","36045 Hwy 30, Geismar, LA",2013/10/22,795674.51000000001,2064,Shriver Construction,-91.005933330000005,30.222316670000001,1776.179895313787938
4089,"Westlake Vinyls Company, LP","36045 Hwy 30, Geismar, LA",2013/10/22,667643.51000000001,2064,Shriver Construction,-91.005933330000005,30.222316670000001,1776.179895313787938
4097,TDC LLC,"200 Trousdale Rd, Westlake, LA",2013/10/22,98381.36000000000,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,2448.256694296452224
4110,Equilon Enterprises LLC dba Shell Oil Products US,"11842 River Road, St. Rose, LA",2013/10/22,859500.00000000000,1763,International Matex Tank Terminal Co,-90.326388890000004,29.936388890000000,1540.356270612183835
4115,"Terrebonne Shipyard, L.L.C.","1100 Oak Street, Houma, LA",2013/08/27,85988.03999999999,1708,"Candies Shipbuilders, LLC",-90.705639000000005,29.610344000000001,921.569230025471484
4118,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2014/02/25,425874.83000000002,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4119,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/12/08,425874.83000000002,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4120,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2014/02/25,226102.17999999999,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4121,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/12/08,226102.17999999999,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4122,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2014/02/25,314714.65000000002,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4123,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/12/08,314714.65000000002,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4124,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2013/12/10,386760.09000000003,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4125,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/12/08,386760.09000000003,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
4128,"Candies Shipbuilders, LLC","1100 Oak Street, Houma, LA",2013/12/10,5019.03000000000,1708,"Candies Shipbuilders, LLC",-90.705639000000005,29.610344000000001,921.569230025471484
4133,Bunge North America,"12466 River Road, Destrehan, LA",2014/12/09,932327.06999999995,2146,"Bunge North America, Inc.",-90.349772220000006,29.938186110000000,646.086067728947455
4139,BASF Corporation,"8404 River Road, Geismar, LA",2015/04/28,441760.22999999998,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4140,BASF Corporation,"8404 River Road, Geismar, LA",2015/02/24,1219558.61000000010,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4142,Hexion Inc.,"4338 Hwy 73, Geismar, LA",2013/08/27,83475.25000000000,91,Rubicon,-91.015103999999994,30.200818000000002,3151.538073372600593
4143,Hexion Inc.,"4338 Hwy 73, Geismar, LA",2013/12/10,83475.25000000000,91,Rubicon,-91.015103999999994,30.200818000000002,3151.538073372600593
4145,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2014/12/09,410169.17999999999,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,2149.108524274770389
4148,"Cortec, LLC","2900 Hwy 1 South, Port Allen, LA",2015/08/25,1145660.06000000006,2369,Greater Baton Rouge Port Comission,-91.202678000000006,30.433630829999998,4186.747192438860111
4150,"Laitram Machinery, Inc.","5115 Storey Street, Harahan, LA",2015/04/28,392884.22999999998,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4676.633000436374459
4152,NuStar Logistics LP,"7167 Koch Road, Vacherie, LA",2014/08/26,6560598.66000000015,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
4153,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2015/08/25,1111604.36000000010,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4154,M-I SWACO,"130 Fourth Street, #100, Golden Meadow, LA",2014/02/25,24565.48000000000,701,"Bollinger Fourchon, LLC",-90.193899000000002,29.131388999999999,3857.092001693421025
4157,BASF Corporation,"8404 River Road, Geismar, LA",2016/03/22,7088379.58000000007,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
4158,Calcasieu Refining Company,"4359 West Tank Farm Road, Lake Charles, LA",2013/12/10,804064.79000000004,992,Calcasieu Refining Company,-93.312970000000007,30.128689999999999,2152.227434864029874
4159,Calcasieu Refining Company,"4359 West Tank Farm Road, Lake Charles, LA",2013/12/10,63780.09000000000,992,Calcasieu Refining Company,-93.312970000000007,30.128689999999999,2152.227434864029874
4171,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2014/12/09,617265.51000000001,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,2149.108524274770389
4178,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2015/06/23,1075816.34000000008,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,4213.611467123480907
4179,"Entergy Louisiana, LLC - Calcasieu","1519 Davison Road, Sulphur, LA",2015/04/28,4322.55000000000,904,"Phillips 66 Pipeline, L.L.C.",-93.335437999999996,30.150431000000001,4306.375357823333616
4180,"Entergy Louisiana, LLC - Nelson","3500 Houston River Road, Westlake, LA",2015/04/28,3703576.25000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
4185,Cameron International Corporation,"3007 Highway 182, Berwick, LA",2015/04/28,702100.78000000003,2275,Gregory Rochel,-91.254527780000004,29.717999830000000,4541.325866934610531
4188,"Entergy Louisiana, LLC - Little Gypsy","17420 River Road, Montz, LA",2015/04/28,152762.04999999999,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,540.610662665786208
4189,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2015/04/28,319725.85999999999,1616,"Cargill, Inc.",-90.143100000000004,29.936699999999998,3545.669347051599289
4191,"Entergy Louisiana, LLC - Waterford 1, 2 & 4","17705 River Road, Killona, LA",2015/04/28,210500.79000000001,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,4292.057201787418308
4192,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2015/04/28,6002398.30999999959,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
4193,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2016/06/24,6579465.40000000037,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
4194,"Entergy Texas, Inc. - Nelson","3500 Houston River Road, Westlake, LA",2015/04/28,775980.76000000001,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
4197,EAM Nelson Holding LLC,"3500 Houston River Rd, Westlake, LA",2015/04/28,244238.31000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
4199,Equistar Chemicals LP,"4101 Highway 108, Westlake, LA",2015/06/23,1046456.28000000003,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4400.816321930211416
4200,K&B Machine Works LLC,"2186 Grand Caillou Road, Houma, LA",2015/04/28,153299.72000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,4067.630158501291589
4201,"K&B Machine Works, LLC","208 Rebecca's Pond Rd, Schriever, LA",2015/04/28,5508614.44000000041,757,Entergy Lousiana Inc.,-90.805000000000007,29.688333329999999,3981.082606294725792
4213,"C & C Marine and Repair, LLC","701 Engineers Road, Belle Chasse, LA",2015/04/28,270052.46000000002,1989,Plaquemines Parish Government,-90.001666999999998,29.869721999999999,4723.226894777444613
4214,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2016/06/24,950404.04000000004,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
4216,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2015/04/28,127973.44000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5194.361169056369363
4218,Albemarle Corporation,"Gulf States Road, Baton Rouge, LA",2015/08/25,510661.91999999998,1473,"WATER CAMPUS, L.L.C.",-91.191079000000002,30.435404999999999,3160.550494612301918
4219,Bollinger Shipyards Lockport LLC,"8365 Hwy. 308 South, Lockport, LA",2015/08/25,355094.07000000001,829,"Bollinger Shipyards Lockport, LLC",-90.492000000000004,29.613980560000002,203.152333306556159
4220,Bollinger Quick Repair LLC,"615 Destrehan Avenue, Harvey, LA",2015/08/25,28821.62000000000,1168,"John W. Stone Oil Distributor, L.L.C. c/o EDG, Inc.",-90.087183999999993,29.910840000000000,4023.718637425661655
4221,Bollinger Larose LLC,"1515 Hwy 24, Larose, LA",2015/08/25,57696.81000000000,1862,"Discovery Producer Services, LLC",-90.397499999999994,29.543333329999999,2476.472710301150073
4222,Bollinger Fourchon LLC,"106 Norman Doucet Dr, Golden Meadow, LA",2015/08/25,3100615.39999999991,812,Bollinger Fourchon,-90.216655560000007,29.128205560000001,659.961861044180978
4223,"Bollinger Morgan City, LLC","806 Bollinger Lane, Amelia, LA",2015/08/25,32309.22000000000,282,"Bollinger Morgan City, L.L.C.",-91.106783329999999,29.646338889999999,1805.224086102721685
4224,"Bollinger Amelia Repair, LLC","606 Ford Industrial Road, Ameilia, LA",2015/08/25,8077.31000000000,2472,"Bollinger Amelia Repair, LLC",-91.115920000000003,29.640940000000001,1232.575242298845978
4225,"Bollinger Marine Fabricators, LLC","816 Bollinger Lane, Amelia, LA",2015/08/25,608518.27000000002,282,"Bollinger Morgan City, L.L.C.",-91.106783329999999,29.646338889999999,1701.051797291227331
4227,"Boh Bros. Construction Co., L.L.C.","3401 France Road, New Orleans, LA",2015/10/27,2627357.95000000019,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,4224.419634151671744
4228,"PBF Holding Company, LLC","500 W. St. Bernard Hwy, Chalmette, LA",2015/08/25,11513042.76999999955,805,St. Bernard Parish Director of Public Works,-89.959444439999999,29.928333330000001,4953.254903050210487
4231,"Mosaic Fertilizer, LLC","9959 Highway 18, St. James, LA",2014/02/25,256890.48999999999,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,930.441497585746106
4232,"Gravois Aluminum Boats, LLC","160 Boro Lane, Franklin, LA",2016/03/22,279363.28999999998,2080,Metal Shark Properties,-91.547305559999998,29.815750000000001,909.376039347260416
4235,Ingevity South Carolina LLC,"400 Crosby Road, DeRidder, LA",2014/02/25,651915.37000000000,382,Ingevity,-93.289370000000005,30.827449000000001,3425.003975681363045
4236,Ingevity South Carolina LLC,"400 Crosby Road, DeRidder, LA",2014/02/25,671549.27000000002,382,Ingevity,-93.289370000000005,30.827449000000001,3425.003975681363045
4237,NuStar Logistics LP,"7167 Koch Road, Vacherie, LA",2015/08/25,2027826.68999999994,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
4238,Romaire Properties LLC,"1024 Front Street, Morgan City, LA",2014/04/29,62607.75000000000,1860,Morgan City,-91.210627779999996,29.695597220000000,1632.430985047772083
4242,Reynolds Metals Company,"3943 Granger Road, Lake Charles, LA",2014/04/29,560322.88000000000,1467,Lake Charles LNG Company,-93.289000000000001,30.120999999999999,1578.476988472126095
4244,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2014/04/29,403765.14000000001,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
4245,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2014/04/29,336434.69000000000,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
4246,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2014/04/29,264647.69000000000,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
4251,New NGC Inc.,"#10 Louisiana St., Westwego, LA",2014/04/29,58486.34000000000,1449,Diamond B Construction Company,-90.143919999999994,29.923020000000001,2571.046247688324002
4252,"Southern Silk Screen, Inc.","5123 River Road, Harahan, LA",2014/04/29,5004.24000000000,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4505.184723232198849
4257,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2014/04/29,915334.91000000003,1198,"Phillips 66 Pipeline, LLC",-93.329700000000003,30.156800000000000,2390.037404591248105
4258,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2014/04/29,828858.87000000000,1198,"Phillips 66 Pipeline, LLC",-93.329700000000003,30.156800000000000,2390.037404591248105
4259,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2014/04/29,70229.62000000000,1198,"Phillips 66 Pipeline, LLC",-93.329700000000003,30.156800000000000,2390.037404591248105
4260,Begneaud Manufacturing Inc,"306 East Amedee Drive, Scott, LA",2014/04/29,103693.71000000001,25,Lafayette Consolidated Government,-92.058769999999996,30.232530000000001,2913.142831669799307
4263,"Benoit Premium Threading, LLC","3400 Industrial Park Drive, Houma, LA",2014/04/29,392519.66999999998,2268,"Leevac Shipyards Houma, LLC",-90.677221939999995,29.601943830000000,2181.296005159479137
4270,"American Advanced Technologies, LLC","2266 Denley Road, Houma, LA",2014/04/29,99942.32000000001,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,3927.807286102648959
4275,"Kim Kool, Inc.","2619 Lena Street, Sulphur, LA",2014/12/09,70208.32000000001,1013,Tractor Supply Company,-93.378244440000003,30.211849999999998,1422.144995493576971
4281,"Bercen, Inc. a division of Cranston Printworks Co.","30140 Eden Church Road, Denham Springs, LA",2014/04/29,153598.01999999999,1883,Livingston Parish Library,-90.927458599999994,30.483900500000001,1256.386252913436010
4283,"ASH Investments, LLC","1330 West Willow Street, Lafayette, LA",2014/04/29,24334.29000000000,2093,Bayou Backer Erosion Control,-92.040611110000000,30.251666669999999,2668.261706096207945
4284,"ASH Industries, Inc.","1330 West Willow Street, Lafayette, LA",2014/04/29,8996.86000000000,2093,Bayou Backer Erosion Control,-92.040611110000000,30.251666669999999,2668.261706096207945
4289,CB&I Walker La L.L.C.,"30103 Sunland Drive, Walker, LA",2014/04/29,95151.50999999999,2356,"Buzzell & Bryson, LLC",-90.861668890000004,30.490763609999998,955.899841934775054
4294,Evonik Corporation,"3606 Hwy 44, Garyville, LA",2014/04/29,391112.03000000003,1554,St John Fleeting,-90.613245000000006,30.037248000000002,4932.719561299211819
4314,Equistar Chemicals LP,"4101 Highway 108, Westlake, LA",2014/04/29,652085.66000000003,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4400.816321930211416
4316,Discovery Producer Services LLC,"1474 Highway 24, Larose, LA",2014/04/29,443439.90999999997,1862,"Discovery Producer Services, LLC",-90.397499999999994,29.543333329999999,745.095617310563057
4320,"Daybrook Fisheries, Inc.","136 Daybrook Lane, Empire, LA",2014/04/29,73632.72000000000,1747,"Daybrook Fisheries, LLC",-89.592444000000000,29.386070000000000,1212.622288868388296
4323,"Methanex Louisiana, LLC","4279 Hwy. 73, Geismar, LA",2016/06/24,64253911.57999999821,2309,Methanex USA,-91.025802780000006,30.203680830000000,2699.495414697991237
4326,Discovery Producer Services LLC,"1474 Highway 24, Larose, LA",2014/04/29,667051.29000000004,1862,"Discovery Producer Services, LLC",-90.397499999999994,29.543333329999999,745.095617310563057
4328,Pellerin Milnor Corporation,"700 Jackson Street, Kenner, LA",2014/04/29,277857.71000000002,1385,"Kel-Kat Land, LLC",-90.244799999999998,29.971000000000000,2965.307375211740236
4329,"PPG Industries, Inc.","3150 Pete Manena Road, Westlake, LA",2014/04/29,500105.54999999999,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,1280.832986670472792
4331,"New Industries, LLC","6032 Railroad Avenue, Morgan City, LA",2014/04/29,238966.04999999999,2415,"Crosstex Energy Services, LP",-91.155680829999994,29.684197000000001,5147.578196087656579
4334,PCS Nitrogen Fertilizer LP,"Hwy 30 Hwy 3115, Geismar, LA",2014/04/29,710561.56999999995,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
4335,PCS Nitrogen Fertilizer LP,"Hwy 30 Hwy 3115, Geismar, LA",2014/04/29,481493.52000000002,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
4336,PCS Nitrogen Fertilizer LP,"Hwy 30 Hwy 3115, Geismar, LA",2014/04/29,281259.54999999999,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
4337,"Innophos, Inc.","10810 Highway 75, Geismar, LA",2014/04/29,257118.07000000001,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4964.707735463049175
4352,"Franklin Press, Inc.","1391 Highland Road, Baton Rouge, LA",2014/04/29,267574.56000000000,1473,"WATER CAMPUS, L.L.C.",-91.191079000000002,30.435404999999999,2066.928793543555003
4353,Elmer Candy Corporation,"401 N. Fifth St., Ponchatoula, LA",2014/04/29,147692.13000000000,2060,Hydrik Wetlands Consultants,-90.455432999999999,30.445111000000001,4657.712352935050149
4354,"GE Oil & Gas Compression Systems, LLC","10446 River Road, St. Rose, LA",2014/04/29,24709.70000000000,1435,St. Charles Parish Department of Public Works,-90.296227779999995,29.972802779999999,1803.330975391671473
