idx,PN,article_id,Date,CommentDeadline,Applicant,Type,Parish,Analyst,Phone,Email,NoticeURL,PlatsURL,CommentsURL,LIVEMAPURL,Notice,Plats,Comments,LIVEMAP,LDEQAI,LatDMS,LongDMS,Latitude,Longitude,WetlandAcres,ImpactGIS,WetlandNotes,ImpactType,OilGas,Description,Source,TenacreQ,fPlatsURL,fLIVEMAPURL,fCommentsURL,Year,,,,,,,,,,,,,,,,
753,C20140175,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,Terrebonne,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140175,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140175,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140175,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140175,2014,,,,,,,,,,,,,,,,
752,C20140174,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,Jefferson,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140174,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140174,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140174,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140174,2014,,,,,,,,,,,,,,,,
751,C20140173,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,St Mary,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140173,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140173,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140173,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140173,2014,,,,,,,,,,,,,,,,
750,C20140170,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,Orleans,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140170,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140170,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140170,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140170,2014,,,,,,,,,,,,,,,,
749,C20140169,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,"St Charles, St James",JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140169,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140169,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140169,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140169,2014,,,,,,,,,,,,,,,,
748,C20140168,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,"Orleans, Jefferson",JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140168,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140168,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140168,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140168,2014,,,,,,,,,,,,,,,,
747,C20140167,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,Plaquemines,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140167,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140167,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140167,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140167,2014,,,,,,,,,,,,,,,,
746,C20140165,,8/13/2014,9/2/2014,Corps of Engineers-New Orleans District,CON,St Mary,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140165,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140165,Notice ,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140165,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140165,2014,,,,,,,,,,,,,,,,
745,P20090069,,8/13/2014,9/2/2014,"3C Riverside Properties, L.L.C. - Phase III",EXT,St Charles,JP,(225)342-0884,Jay.Pecot@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20090069,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20090069,Notice,Plats,Comments,Livemap,,30   01   08.1,-90   29   34.1,30.01891667,-90.49280556,0.00,2,,Commercial Developments,No,Widening of existing farm haul road between LA 18 and and clay borrow pit location,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20090069,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20090069,2014,,,,,,,,,,,,,,,,
744,P20140876,,8/13/2014,9/2/2014,Apache Corporation,CUP,Terrebonne,MH,(225)219-9530,Mark.Hogan@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140876,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140876,Notice,Plats,Comments,Livemap,,29   28   33.21,-91   04   07.56,29.47589167,-91.06876667,0.99,2,,Pipelines,Yes,Removal of flowlines from 18 previously plugged and abandoned wells,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140876,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140876,2014,,,,,,,,,,,,,,,,
743,P20140045,,8/13/2014,9/2/2014,CP GDD7,CUP,Cameron,VA,(225)342-3781,Vickie.Amedee@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140045,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140045,Notice,Plats,Comments,Livemap,,29   47   22.52,-93   45   02.12,29.78958889,-93.75058889,3.69,2,,Drainage Projects,No,Proposed 11-barrel salinity control structure in the Johnsons Bayou area,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140045,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140045,2014,,,,,,,,,,,,,,,,
742,P20140738,,8/12/2014,9/1/2014,Plaquemines Parish Government,CUP,Plaquemines,OJ,(225)342-7358,Ontario.James@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140738,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140738,Notice,Plats,Comments,Livemap,,29   36   48.15,-89   54   34.43,29.613375,-89.90956389,0.00,2,,Transportation Projects,No,Elevation and paving of Lake Hermitage Road,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140738,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140738,2014,,,,,,,,,,,,,,,,
741,P20140996,,8/12/2014,9/1/2014,Martha Ham,CUP,Jefferson,JP,(225)342-0884,Jay.Pecot@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140996,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140996,Notice,Plats,Comments,Livemap,,29   13   0.454,-90   01   32.94,29.21679278,-90.02581667,0.00,2,,Residential Developments,No,Installation of dock and pier for personal use,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140996,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140996,2014,,,,,,,,,,,,,,,,
740,P20140986,,8/12/2014,9/1/2014,"Enterprise Products Operating, LP",CUP,Plaquemines,CD,(225)342-6859,Crystal.Dunn@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140986,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140986,Notice,Plats,Comments,Livemap,,29   47   43.94,-90   00   49.93,29.79553889,-90.01386944,0.15,5,,Pipelines,Yes,Use of concrete and sandbags to cover exposed portion of pipeline,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140986,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140986,2014,,,,,,,,,,,,,,,,
739,P20140992,,8/11/2014,8/31/2014,Assumption Parish Waterworks District No. 1,ENF,Assumption,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140992,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140992,Notice,Plats,Comments,Livemap,,29   51   35,-90   58   50,29.85972222,-90.98055556,0.00,2,,Utility Projects,No,After-the-fact for waterline installation,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140992,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140992,2014,,,,,,,,,,,,,,,,
738,P20140961,,8/11/2014,8/31/2014,"Palm Energy Offshore, LLC",ENF,Plaquemines,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140961,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140961,Notice,Plats,Comments,Livemap,,29   04   04,-89   20   58,29.06777778,-89.34944444,0.96,5,,Pipelines,Yes,After-the-fact for pipeline installation,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140961,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140961,2014,,,,,,,,,,,,,,,,
737,MVN-2014-1314-EBB,,8/11/2014,8/31/2014,"Coastal Petroleum Transport, LLC",404,Plaquemines,JB,(504)862-2045,Jennifer.E.Burkett@usace.army.mil,,,,,Public Notice and Drawings,,,,,29   51   49.49,-89   55   39.65,29.86374722,-89.92768056,0.00,2,,Oil and Gas Facilities,Yes,"Installation of dock, pipe rack, and barge loading lines to serve an oil transfer facility",,,,,,2014,,,,,,,,,,,,,,,,
736,MVN-2014-01644-CM,,8/11/2014,8/31/2014,"Destiny Interests, L.L.C.",404,Ascension,NG,(504)862-1301,Neil.T.Gauthier@usace.army.mil,,,,,Public Notice and Drawings,,,,,30   14   38.44,-90   58   40.71,30.24401111,-90.977975,0.09,2,,Residential Developments,No,Construction of 100-lot residential subdivision; 0.23 acres purposefully avoided,,,,,,2014,,,,,,,,,,,,,,,,
735,MVN-2014-01530-CJ,,8/11/2014,8/31/2014,Baton Rouge Metropolitan Airport,404,East Baton Rouge,CT,(504)862-2278,Christine.Thibodeaux@usace.army.mil,,,,,Publilc Notice and Drawings,,,,,,,30.5438891,-91.136389,1.99,2,,Transportation Projects,No,"Clear, grade, grind, excavate, and fill for runway upgrades",,,,,,2014,,,,,,,,,,,,,,,,
734,MVN-2007-01994-WNN,,8/11/2014,8/31/2014,Department of the Army,404,Pointe Coupee,JP,(504)862-2272,John.C.Price@usace.army.mil,,,,,Special Public Notice,,,,,30   33   38.98,-91   42   18.06,30.56082778,-91.70501667,,2,,Policy Changes,No,Special notice regarding slight changes to general permit language,,,,,,2014,,,,,,,,,,,,,,,,
733,P20141063,,8/8/2014,8/28/2014,"Tri-C Resources, LLC",CUP,St Charles,CD,(225)342-6859,Crystal.Dunn@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20141063,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20141063,Notice,Plats,Comments,Livemap,,29   42   38.5,-90   20   34.8,29.71069444,-90.343,0.59,2,,Oil and Gas Facilities,Yes,"Installation of Rock Pad, Production Barge, Structures, 8-inch Pipeline, and 2-inch Gas Lift Line",,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20141063,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20141063,2014,,,,,,,,,,,,,,,,
732,P20071138,,8/8/2014,8/28/2014,Terrebonne Levee and Conservation District (TLCD),CUP,"Lafourche, Terrebonne",CW,(225)342-1793,Cornelius.Williams@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20071138,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20071138,Notice,Plats,Comments,Livemap,,29   25   05.26,-90   26   55.06,29.41812778,-90.44862778,3.20,2,,Levees,No,Construction of Bayou Pointe-Aux-Chenes First Lift Levee System in Pointe-Aux-Chenes,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20071138,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20071138,2014,,,,,,,,,,,,,,,,
731,P20141007,,8/8/2014,8/28/2014,"Plains Pipeline, L.P.",CUP,"Assumption, St Mary, Terrebonne",VA,(225)342-3781,Vickie.Amedee@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20141007,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20141007,Notice,Plats,Comments,Livemap,,29   40   46.96,-91   12   55.94,29.67971111,-91.21553889,0.40,5,,Pipelines,Yes,Anomaly repairs to existing pipeline,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20141007,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20141007,2014,,,,,,,,,,,,,,,,
730,P20121036,,8/8/2014,8/28/2014,The Louisiana Fruit Company,EXT,Plaquemines,AW,(225)342-0566,Amelia.Wolfe@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20121036,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20121036,Notice,Plats,Comments,Livemap,,29   13   59.80,-89   20   35.70,29.23327778,-89.34325,0.01,2,,Residential Developments,No,Adding rocks and pillings to prevent erosion and boat traffic through private property,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20121036,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20121036,2014,,,,,,,,,,,,,,,,
729,MVN-2014-1445-EOO,,8/8/2014,8/28/2014,Jefferson Parish Government,404,Jefferson,BL,(504)862-2225,Brad.LaBorde@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,29.9303,-90.238289,0.46,2,,Drainage Projects,No,"Drainpipe installment, ditch improvements, and gravel road construction to improve drainage",,,,,,2014,,,,,,,,,,,,,,,,
728,P20140972,,8/7/2014,8/27/2014,Terrebonne Parish Consolidated Government,CUP,Terrebonne,OJ,(225)342-7358,Ontario.James@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140972,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140972,Notice,Plats,Comments,Livemap,,29   37   23.32,-90   45   01.88,29.62314444,-90.75052222,0.00,2,,Transportation Projects,No,Widening of Westside Boulevard Bridge,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140972,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140972,2014,,,,,,,,,,,,,,,,
727,P20140968,,8/7/2014,8/27/2014,Tony Kemp,CUP,Terrebonne,BB,(225)342-7003,Brandt.Becnel@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140968,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140968,Notice,Plats,Comments,Livemap,,29   24   12.9,-90   47   20.7,29.40358333,-90.78908333,0.09,2,,Residential Developments,No,Bulkhead and boathouse installation for private use,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140968,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140968,2014,,,,,,,,,,,,,,,,
726,C20140160,,8/6/2014,8/26/2014,COE-NOD,CON,Lafourche,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140160,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140160,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140160,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140160,2014,,,,,,,,,,,,,,,,
725,C19970314 mod 5,,8/6/2014,8/26/2014,USDA NRCS,CON,Jefferson,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C19970314 mod 5,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C19970314 mod 5,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C19970314 mod 5,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C19970314 mod 5,2014,,,,,,,,,,,,,,,,
724,C20140162,,8/6/2014,8/26/2014,COE-NOD,CON,Cameron,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140162,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140162,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140162,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140162,2014,,,,,,,,,,,,,,,,
723,C20140161,,8/6/2014,8/26/2014,COE-NOD,CON,St Mary,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140161,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140161,Notice,,Comments,Livemap,,,,,,,,,,,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20140161,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20140161,2014,,,,,,,,,,,,,,,,
722,P20140966,,8/6/2014,8/26/2014,"Elysium Jennings, LLA",CUP,Lafourche,AZ,(225)342-6862,Andi.Zachary@LA.GOV,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140966,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140966,Notice,Plats,Comments,Livemap,,29   23   02.1 ,-90    16    02.4 ,29.38391667,-90.01733333,0.04,5,,Pipelines,Yes,Flowline installation to serve existing well,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140966,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140966,2014,,,,,,,,,,,,,,,,
721,P20140946,,8/6/2014,8/26/2014,Kevin Verrett,CUP,St Mary,JP,(225)342-0884,Jay.Pecot@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140946,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140946,Notice,Plats,Comments,Livemap,,29   42   32.9 ,-91    15    58.7 ,29.70913889,-91.03297222,0.03,2,,Residential Developments,No,Installation of bulkhead/wharf and dredging for backfill,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140946,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140946,2014,,,,,,,,,,,,,,,,
720,P20140540,,8/6/2014,8/26/2014,Lafourche Parish Government,CUP,Lafourche,CW,(225)342-1793,Cornelius.Williams@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140540,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140540,Notice,Plats,Comments,Livemap,,29   23   34.15,-90    17   30.56,29.39281944,-90.02515556,0.00,0,,Restoration Projects,No,Dredging for marsh creation as part of   Coastal Impact Assistanct Program (CIAP) 2007 - Small Dredge Project  ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140540,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140540,2014,,,,,,,,,,,,,,,,
719,P20140741,,8/5/2014,8/25/2014,City of Slidell,CUP,St Tammany,CW,(225)342-1793,Cornelius.Williams@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140741,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140741,Notice,Plats,Comments,Livemap,,30   16   13.09 ,-89    47   24.46 ,30.27030278,-89.07346111,1.00,2,,Transportation Projects,No,New road construction,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20140741,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20140741,2014,,,,,,,,,,,,,,,,
718,MVN-2014-00677-WLL,,8/4/2014,8/24/2014,E.A. MCILHENNY ENTERPRISE,404,Vermilion,MH,(504)862-1954,Michael.H.Herrmann@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,29.66167,-92.22578,-0.19,0,creation,Restoration Projects,No,"Marsh restoration by way of installation/repair of water control structures, bank plugging, and fill excavation",,,,,,2014,,,,,,,,,,,,,,,,
717,MVN-2014-0364-CQ,,8/4/2014,8/24/2014,Louisiana Department of Wildlife and Fisheries,404,Livingston,KB,(504)862-1217,Kenneth.G.Blanke@usace.army.mil,,,,,Public Notice and Drawings,,,,,30   13   33.668,-90   41   13.610,30.22601889,-90.68711389,-923.00,0,restoration,Restoration Projects,No,Construction of two conveyance channels from Amite River Diversion Channel into Maurepas swamp to improve hydrologic connectivity,,,,,,2014,,,,,,,,,,,,,,,,
716,MVN-1999-3891-CO,,8/4/2014,8/24/2014,"Waterloo Operations, LLC",404,Ascension,JC,(504)862-2675,Jamie.M.Crowe@usace.army.mil,,,,,Public Notice and Drawings,,,,,30   12   20.67,-91   01   45.23,30.20574167,-91.02923056,0.30,2,,Commercial Developments,No,Expansion of existing dry bulk conveying system along Mississippi River - unauthorized mooring structures previously installed ,,,,,,2014,,,,,,,,,,,,,,,,
715,MVN-2014-1214-CO,,8/4/2014,8/24/2014,"D.R. Horton, Inc.",404,Ascension,JC,(504)862-2675,Jamie.M.Crowe@usace.army.mil,,,,,Public Notice and Drawings,,,,,30   19   56.06,-90   54   11.23,30.33223889,-90.90311944,14.10,3,,Residential Developments,No,"Forested wetlands/jurisdictional waters to be impacted by clearing, grading, filling for expansion of existing residential subdivision and associated infrastructure - roads, utilities, drainage, detention ponds, and sewer plant",,,,,,2014,,,,,,,,,,,,,,,,
